ICD_Code,ICD_Group,Name
D25,D,Leiomyoma of uterus
D26,D,Other benign neoplasms of uterus
D27,D,Benign neoplasm of ovary
D28,D,Benign neoplasm of other and unsp female genital organs
D29,D,Benign neoplasm of male genital organs
D292,D,Benign neoplasm of testis
D293,D,Benign neoplasm of epididymis
D30,D,Benign neoplasm of urinary organs
D300,D,Benign neoplasm of kidney
D301,D,Benign neoplasm of renal pelvis
D302,D,Benign neoplasm of ureter
D31,D,Benign neoplasm of eye and adnexa
D310,D,Benign neoplasm of conjunctiva
D311,D,Benign neoplasm of cornea
D312,D,Benign neoplasm of retina
D313,D,Benign neoplasm of choroid
D314,D,Benign neoplasm of ciliary body
D315,D,Benign neoplasm of lacrimal gland and duct
D316,D,Benign neoplasm of unspecified site of orbit
D319,D,Benign neoplasm of unspecified part of eye
D32,D,Benign neoplasm of meninges
D33,D,Benign neoplasm of brain and oth prt central nervous system
D35,D,Benign neoplasm of other and unspecified endocrine glands
D350,D,Benign neoplasm of adrenal gland
D36,D,Benign neoplasm of other and unspecified sites
D361,D,Benign neoplasm of prph nerves and autonomic nervous sys
D3A,D,Benign neuroendocrine tumors
D3A0,D,Benign carcinoid tumors
D3A01,D,Benign carcinoid tumors of the small intestine
D3A02,D,"Benign carcinoid tumors of the appendix, lg int, and rectum"
D3A09,D,Benign carcinoid tumors of other sites
D37,D,Neoplasm of uncrt behavior of oral cavity and dgstv organs
D370,D,"Neoplasm of uncrt behavior of lip, oral cavity and pharynx"
D3703,D,Neoplasm of uncertain behavior of the major salivary glands
D38,D,Neoplm of uncrt behav of mid ear & resp and intrathorac org
D39,D,Neoplasm of uncertain behavior of female genital organs
D391,D,Neoplasm of uncertain behavior of ovary
D40,D,Neoplasm of uncertain behavior of male genital organs
D401,D,Neoplasm of uncertain behavior of testis
D41,D,Neoplasm of uncertain behavior of urinary organs
D410,D,Neoplasm of uncertain behavior of kidney
D411,D,Neoplasm of uncertain behavior of renal pelvis
D412,D,Neoplasm of uncertain behavior of ureter
D42,D,Neoplasm of uncertain behavior of meninges
D43,D,Neoplasm of uncertain behavior of brain and cnsl
D44,D,Neoplasm of uncertain behavior of endocrine glands
D441,D,Neoplasm of uncertain behavior of adrenal gland
D46,D,Myelodysplastic syndromes
D462,D,Refractory anemia with excess of blasts [RAEB]
D47,D,"Oth neoplm of uncrt behav of lymphoid, hematpoetc & rel tis"
D470,D,Mast cell neoplasms of uncertain behavior
D47Z,D,"Oth neoplm of uncrt behav of lymphoid, hematpoetc & rel tis"
D48,D,Neoplasm of uncertain behavior of other and unsp sites
D486,D,Neoplasm of uncertain behavior of breast
D49,D,Neoplasms of unspecified behavior
D495,D,Neoplasm of unsp behavior of other genitourinary organs
D4951,D,Neoplasm of unspecified behavior of kidney
D498,D,Neoplasm of unspecified behavior of other specified sites
D50,D,Iron deficiency anemia
D51,D,Vitamin B12 deficiency anemia
D52,D,Folate deficiency anemia
D53,D,Other nutritional anemias
D55,D,Anemia due to enzyme disorders
D552,D,Anemia due to disorders of glycolytic enzymes
D56,D,Thalassemia
D57,D,Sickle-cell disorders
D570,D,Hb-SS disease with crisis
D572,D,Sickle-cell/Hb-C disease
D5721,D,Sickle-cell/Hb-C disease with crisis
D574,D,Sickle-cell thalassemia
D5741,D,"Sickle-cell thalassemia, unspecified, with crisis"
D5743,D,Sickle-cell thalassemia beta zero with crisis
D5745,D,Sickle-cell thalassemia beta plus with crisis
D578,D,Other sickle-cell disorders
D5781,D,Other sickle-cell disorders with crisis
D58,D,Other hereditary hemolytic anemias
D59,D,Acquired hemolytic anemia
D591,D,Other autoimmune hemolytic anemias
D593,D,Hemolytic-uremic syndrome
D60,D,Acquired pure red cell aplasia [erythroblastopenia]
D61,D,Oth aplastic anemias and other bone marrow failure syndrome
D610,D,Constitutional aplastic anemia
D618,D,Oth aplastic anemias and other bone marrow failure syndrome
D6181,D,Pancytopenia
D63,D,Anemia in chronic diseases classified elsewhere
D64,D,Other anemias
D648,D,Other specified anemias
D68,D,Other coagulation defects
D680,D,Von Willebrand disease
D6802,D,"Von Willebrand disease, type 2"
D683,D,Hemorrhagic disorder due to circulating anticoagulants
D6831,D,"Hemorrhagic disorder due to intrns circ anticoag,antib,inhi"
D685,D,Primary thrombophilia
D686,D,Other thrombophilia
D69,D,Purpura and other hemorrhagic conditions
D694,D,Other primary thrombocytopenia
D695,D,Secondary thrombocytopenia
D70,D,Neutropenia
D72,D,Other disorders of white blood cells
D721,D,Eosinophilia
D7211,D,Hypereosinophilic syndrome [HES]
D728,D,Other specified disorders of white blood cells
D7281,D,Decreased white blood cell count
D7282,D,Elevated white blood cell count
D73,D,Diseases of spleen
D738,D,Other diseases of spleen
D74,D,Methemoglobinemia
D75,D,Other and unsp diseases of blood and blood-forming organs
D758,D,Other specified diseases of blood and blood-forming organs
D7582,D,Heparin induced thrombocytopenia (HIT)
D7583,D,Thrombocytosis
D76,D,Oth dis with lymphoreticular and reticulohistiocytic tissue
D78,D,Intraop and postprocedural complications of the spleen
D780,D,Intraop hemor/hemtom of the spleen complicating a procedure
D781,D,Accidental pnctr & lac of the spleen during a procedure
D782,D,Postproc hemorrhage of the spleen following a procedure
D783,D,Postproc hematoma and seroma of the spleen fol a procedure
D788,D,Oth intraop and postprocedural complications of the spleen
D80,D,Immunodeficiency with predominantly antibody defects
D81,D,Combined immunodeficiencies
D813,D,Adenosine deaminase [ADA] deficiency
D818,D,Other combined immunodeficiencies
D8181,D,Biotin-dependent carboxylase deficiency
D82,D,Immunodeficiency associated with other major defects
D83,D,Common variable immunodeficiency
D84,D,Other immunodeficiencies
D848,D,Other specified immunodeficiencies
D8482,D,Immunodeficiency due to drugs and external causes
D86,D,Sarcoidosis
D868,D,Sarcoidosis of other sites
D89,D,"Oth disorders involving the immune mechanism, NEC"
D894,D,Mast cell activation syndrome and related disorders
D898,D,"Oth disrd involving the immune mechanism, NEC"
D8981,D,Graft-versus-host disease
D8983,D,Cytokine release syndrome
E00,E,Congenital iodine-deficiency syndrome
E01,E,Iodine-deficiency related thyroid disorders and allied cond
E03,E,Other hypothyroidism
E04,E,Other nontoxic goiter
E05,E,Thyrotoxicosis [hyperthyroidism]
E050,E,Thyrotoxicosis with diffuse goiter
E051,E,Thyrotoxicosis with toxic single thyroid nodule
E052,E,Thyrotoxicosis with toxic multinodular goiter
E053,E,Thyrotoxicosis from ectopic thyroid tissue
E054,E,Thyrotoxicosis factitia
E058,E,Other thyrotoxicosis
E059,E,"Thyrotoxicosis, unspecified"
E06,E,Thyroiditis
E07,E,Other disorders of thyroid
E078,E,Other specified disorders of thyroid
E08,E,Diabetes mellitus due to underlying condition
E080,E,Diabetes due to underlying condition w hyperosmolarity
E081,E,Diabetes mellitus due to underlying condition w ketoacidosi
E082,E,Diabetes due to underlying condition w kidney complications
E083,E,Diabetes due to underlying condition w ophthalmic comp
E0831,E,Diabetes due to underlying condition w unsp diabetic rtnop
E0832,E,Diabetes due to undrl cond w mild nonprlf diabetic rtnop
E08321,E,Diab d/t undrl cond w mild nonprlf diab rtnop w mclr edema
E08329,E,Diab d/t undrl cond w mild nonprlf diab rtnop w/o mclr edem
E0833,E,Diabetes due to undrl cond w moderate nonprlf diabetic rtno
E08331,E,Diab due to undrl cond w mod nonprlf diab rtnop w mclr edem
E08339,E,Diab d/t undrl cond w mod nonprlf diab rtnop w/o mclr edema
E0834,E,Diabetes due to undrl cond w severe nonprlf diabetic rtnop
E08341,E,Diab d/t undrl cond w severe nonprlf diab rtnop w mclr edem
E08349,E,Diab d/t undrl cond w sev nonprlf diab rtnop w/o mclr edema
E0835,E,Diabetes due to underlying condition w prolif diabetic rtno
E08351,E,Diab due to undrl cond w prolif diab rtnop w macular edema
E08352,E,Diabetes with prolif diabetic rtnop with trctn dtch macula
E08353,E,Diabetes with prolif diabetic rtnop with trctn dtch n-mcla
E08354,E,Diabetes with prolif diabetic rtnop with combined detachmen
E08355,E,Diabetes with stable proliferative diabetic retinopathy
E08359,E,Diab due to undrl cond w prolif diab rtnop w/o macular edem
E0837,E,"Diabetes with diabetic macular edema, resolved fol treatmen"
E084,E,Diabetes due to underlying condition w neurological comp
E085,E,Diabetes due to underlying condition w circulatory comp
E086,E,Diabetes due to underlying condition w oth complications
E0861,E,Diabetes due to underlying condition w diabetic arthropathy
E0862,E,Diabetes due to underlying condition w skin complications
E0863,E,Diabetes due to underlying condition w oral complications
E0864,E,Diabetes mellitus due to underlying condition w hypoglycemi
E09,E,Drug or chemical induced diabetes mellitus
E090,E,Drug or chemical induced diabetes mellitus w hyperosmolarit
E091,E,Drug or chemical induced diabetes mellitus with ketoacidosi
E092,E,Drug/chem diabetes mellitus w kidney complications
E093,E,Drug/chem diabetes mellitus w ophthalmic complications
E0931,E,Drug/chem diabetes mellitus w unsp diabetic retinopathy
E0932,E,Drug/chem diabetes w mild nonprlf diabetic retinopathy
E09321,E,Drug/chem diab w mild nonprlf diabetic rtnop w macular edem
E09329,E,Drug/chem diab w mild nonprlf diab rtnop w/o macular edema
E0933,E,Drug/chem diabetes w moderate nonprlf diabetic retinopathy
E09331,E,Drug/chem diab w moderate nonprlf diab rtnop w macular edem
E09339,E,Drug/chem diab w mod nonprlf diab rtnop w/o macular edema
E0934,E,Drug/chem diabetes w severe nonprlf diabetic retinopathy
E09341,E,Drug/chem diab w severe nonprlf diab rtnop w macular edema
E09349,E,Drug/chem diab w severe nonprlf diab rtnop w/o macular edem
E0935,E,Drug/chem diabetes w proliferative diabetic retinopathy
E09351,E,Drug/chem diabetes w prolif diabetic rtnop w macular edema
E09352,E,Drug/chem diab with prolif diab rtnop with trctn dtch macul
E09353,E,Drug/chem diab with prolif diab rtnop with trctn dtch n-mcl
E09354,E,Drug/chem diab with prolif diabetic rtnop with comb detach
E09355,E,Drug/chem diabetes with stable prolif diabetic retinopathy
E09359,E,Drug/chem diabetes w prolif diabetic rtnop w/o macular edem
E0937,E,"Drug/chem diab with diab macular edema, resolved fol trtmt"
E094,E,Drug/chem diabetes mellitus w neurological complications
E095,E,Drug/chem diabetes mellitus w circulatory complications
E096,E,Drug/chem diabetes mellitus w oth complications
E0961,E,Drug/chem diabetes mellitus w diabetic arthropathy
E0962,E,Drug/chem diabetes mellitus w skin complications
E0963,E,Drug/chem diabetes mellitus w oral complications
E0964,E,Drug or chemical induced diabetes mellitus with hypoglycemi
E10,E,Type 1 diabetes mellitus
E101,E,Type 1 diabetes mellitus with ketoacidosis
E102,E,Type 1 diabetes mellitus with kidney complications
E103,E,Type 1 diabetes mellitus with ophthalmic complications
E1031,E,Type 1 diabetes mellitus with unsp diabetic retinopathy
E1032,E,Type 1 diabetes w mild nonproliferative diabetic retinopath
E10321,E,Type 1 diab w mild nonprlf diabetic rtnop w macular edema
E10329,E,Type 1 diab w mild nonprlf diabetic rtnop w/o macular edema
E1033,E,Type 1 diabetes w moderate nonprlf diabetic retinopathy
E10331,E,Type 1 diab w moderate nonprlf diab rtnop w macular edema
E10339,E,Type 1 diab w moderate nonprlf diab rtnop w/o macular edema
E1034,E,Type 1 diabetes w severe nonprlf diabetic retinopathy
E10341,E,Type 1 diab w severe nonprlf diabetic rtnop w macular edema
E10349,E,Type 1 diab w severe nonprlf diab rtnop w/o macular edema
E1035,E,Type 1 diabetes w proliferative diabetic retinopathy
E10351,E,Type 1 diabetes w prolif diabetic rtnop w macular edema
E10352,E,Type 1 diab with prolif diab rtnop with trctn dtch macula
E10353,E,Type 1 diab with prolif diab rtnop with trctn dtch n-mcla
E10354,E,Type 1 diabetes with prolif diabetic rtnop with comb detach
E10355,E,Type 1 diabetes with stable prolif diabetic retinopathy
E10359,E,Type 1 diabetes w prolif diabetic rtnop w/o macular edema
E1037,E,"Type 1 diab with diabetic macular edema, resolved fol trtmt"
E104,E,Type 1 diabetes mellitus with neurological complications
E105,E,Type 1 diabetes mellitus with circulatory complications
E106,E,Type 1 diabetes mellitus with other specified complications
E1061,E,Type 1 diabetes mellitus with diabetic arthropathy
E1062,E,Type 1 diabetes mellitus with skin complications
E1063,E,Type 1 diabetes mellitus with oral complications
E1064,E,Type 1 diabetes mellitus with hypoglycemia
E11,E,Type 2 diabetes mellitus
E110,E,Type 2 diabetes mellitus with hyperosmolarity
E111,E,Type 2 diabetes mellitus with ketoacidosis
E112,E,Type 2 diabetes mellitus with kidney complications
E113,E,Type 2 diabetes mellitus with ophthalmic complications
E1131,E,Type 2 diabetes mellitus with unsp diabetic retinopathy
E1132,E,Type 2 diabetes w mild nonproliferative diabetic retinopath
E11321,E,Type 2 diab w mild nonprlf diabetic rtnop w macular edema
E11329,E,Type 2 diab w mild nonprlf diabetic rtnop w/o macular edema
E1133,E,Type 2 diabetes w moderate nonprlf diabetic retinopathy
E11331,E,Type 2 diab w moderate nonprlf diab rtnop w macular edema
E11339,E,Type 2 diab w moderate nonprlf diab rtnop w/o macular edema
E1134,E,Type 2 diabetes w severe nonprlf diabetic retinopathy
E11341,E,Type 2 diab w severe nonprlf diabetic rtnop w macular edema
E11349,E,Type 2 diab w severe nonprlf diab rtnop w/o macular edema
E1135,E,Type 2 diabetes w proliferative diabetic retinopathy
E11351,E,Type 2 diabetes w prolif diabetic rtnop w macular edema
E11352,E,Type 2 diab with prolif diab rtnop with trctn dtch macula
E11353,E,Type 2 diab with prolif diab rtnop with trctn dtch n-mcla
E11354,E,Type 2 diabetes with prolif diabetic rtnop with comb detach
E11355,E,Type 2 diabetes with stable prolif diabetic retinopathy
E11359,E,Type 2 diabetes w prolif diabetic rtnop w/o macular edema
E1137,E,"Type 2 diab with diabetic macular edema, resolved fol trtmt"
E114,E,Type 2 diabetes mellitus with neurological complications
E115,E,Type 2 diabetes mellitus with circulatory complications
E116,E,Type 2 diabetes mellitus with other specified complications
E1161,E,Type 2 diabetes mellitus with diabetic arthropathy
E1162,E,Type 2 diabetes mellitus with skin complications
E1163,E,Type 2 diabetes mellitus with oral complications
E1164,E,Type 2 diabetes mellitus with hypoglycemia
E13,E,Other specified diabetes mellitus
E130,E,Other specified diabetes mellitus with hyperosmolarity
E131,E,Other specified diabetes mellitus with ketoacidosis
E132,E,Other specified diabetes mellitus with kidney complications
E133,E,Oth diabetes mellitus with ophthalmic complications
E1331,E,Oth diabetes mellitus with unspecified diabetic retinopathy
E1332,E,Oth diabetes w mild nonproliferative diabetic retinopathy
E13321,E,Oth diabetes w mild nonprlf diabetic rtnop w macular edema
E13329,E,Oth diabetes w mild nonprlf diabetic rtnop w/o macular edem
E1333,E,Oth diabetes w moderate nonprlf diabetic retinopathy
E13331,E,Oth diab w moderate nonprlf diabetic rtnop w macular edema
E13339,E,Oth diab w moderate nonprlf diabetic rtnop w/o macular edem
E1334,E,Oth diabetes w severe nonproliferative diabetic retinopathy
E13341,E,Oth diabetes w severe nonprlf diabetic rtnop w macular edem
E13349,E,Oth diab w severe nonprlf diabetic rtnop w/o macular edema
E1335,E,Oth diabetes mellitus w proliferative diabetic retinopathy
E13351,E,Oth diabetes w prolif diabetic retinopathy w macular edema
E13352,E,Oth diab with prolif diabetic rtnop with trctn dtch macula
E13353,E,Oth diab with prolif diabetic rtnop with trctn dtch n-mcla
E13354,E,Oth diabetes with prolif diabetic rtnop with combined detac
E13355,E,Oth diabetes with stable proliferative diabetic retinopathy
E13359,E,Oth diabetes w prolif diabetic retinopathy w/o macular edem
E1337,E,"Oth diabetes with diabetic macular edema, resolved fol trtm"
E134,E,Oth diabetes mellitus with neurological complications
E135,E,Oth diabetes mellitus with circulatory complications
E136,E,Oth diabetes mellitus with other specified complications
E1361,E,Other specified diabetes mellitus with diabetic arthropathy
E1362,E,Other specified diabetes mellitus with skin complications
E1363,E,Other specified diabetes mellitus with oral complications
E1364,E,Other specified diabetes mellitus with hypoglycemia
E16,E,Other disorders of pancreatic internal secretion
